c_id,c_name,c_id,model_name,transmission,model_name,price
14,Citroen                                                         ,14,C-Crosser                                                       ,automatic                                                       ,C-Crosser                                                       ,9600
14,Citroen                                                         ,14,Xsara Picasso                                                   ,mechanical                                                      ,Xsara Picasso                                                   ,3650
14,Citroen                                                         ,14,C5                                                              ,mechanical                                                      ,C5                                                              ,3700
14,Citroen                                                         ,14,Xantia                                                          ,mechanical                                                      ,Xantia                                                          ,1700
14,Citroen                                                         ,14,C3 Picasso                                                      ,mechanical                                                      ,C3 Picasso                                                      ,6850
14,Citroen                                                         ,14,C3                                                              ,mechanical                                                      ,C3                                                              ,4600
14,Citroen                                                         ,14,Berlingo                                                        ,mechanical                                                      ,Berlingo                                                        ,5500
14,Citroen                                                         ,14,Jumper                                                          ,mechanical                                                      ,Jumper                                                          ,6200
14,Citroen                                                         ,14,Evasion                                                         ,mechanical                                                      ,Evasion                                                         ,2300
14,Citroen                                                         ,14,C8                                                              ,automatic                                                       ,C8                                                              ,6100
14,Citroen                                                         ,14,C-ELYSÉE                                                        ,mechanical                                                      ,C-ELYSÉE                                                        ,8900
14,Citroen                                                         ,14,XM                                                              ,mechanical                                                      ,XM                                                              ,1300
14,Citroen                                                         ,14,Jumpy                                                           ,mechanical                                                      ,Jumpy                                                           ,10000
14,Citroen                                                         ,14,C25                                                             ,mechanical                                                      ,C25                                                             ,1750
14,Citroen                                                         ,14,Xsara                                                           ,mechanical                                                      ,Xsara                                                           ,3300
14,Citroen                                                         ,14,C4 AirCross                                                     ,automatic                                                       ,C4 AirCross                                                     ,14000
14,Citroen                                                         ,14,Saxo                                                            ,mechanical                                                      ,Saxo                                                            ,3000
14,Citroen                                                         ,14,C4 Picasso                                                      ,mechanical                                                      ,C4 Picasso                                                      ,6800
14,Citroen                                                         ,14,Nemo                                                            ,automatic                                                       ,Nemo                                                            ,3500
14,Citroen                                                         ,14,ZX                                                              ,mechanical                                                      ,ZX                                                              ,990
14,Citroen                                                         ,14,C6                                                              ,mechanical                                                      ,C6                                                              ,8790
14,Citroen                                                         ,14,DS5                                                             ,automatic                                                       ,DS5                                                             ,11300
14,Citroen                                                         ,14,C2                                                              ,automatic                                                       ,C2                                                              ,2999
14,Citroen                                                         ,14,DS4                                                             ,automatic                                                       ,DS4                                                             ,9500
14,Citroen                                                         ,14,C1                                                              ,mechanical                                                      ,C1                                                              ,5650
14,Citroen                                                         ,14,CX                                                              ,mechanical                                                      ,CX                                                              ,4000
14,Citroen                                                         ,14,BX                                                              ,mechanical                                                      ,BX                                                              ,1400
14,Citroen                                                         ,14,AX                                                              ,mechanical                                                      ,AX                                                              ,999
15,Mini                                                            ,15,Clubman                                                         ,mechanical                                                      ,Clubman                                                         ,7100
15,Mini                                                            ,15,Countryman                                                      ,automatic                                                       ,Countryman                                                      ,17500
15,Mini                                                            ,15,John Cooper Works                                               ,mechanical                                                      ,John Cooper Works                                               ,23100
15,Mini                                                            ,15,Cooper S                                                        ,automatic                                                       ,Cooper S                                                        ,18000
15,Mini                                                            ,15,Cooper                                                          ,automatic                                                       ,Cooper                                                          ,14600
15,Mini                                                            ,15,Paceman                                                         ,automatic                                                       ,Paceman                                                         ,19100
15,Mini                                                            ,15,One                                                             ,mechanical                                                      ,One                                                             ,6000
16,Jaguar                                                          ,16,S-Type                                                          ,automatic                                                       ,S-Type                                                          ,4250
16,Jaguar                                                          ,16,XJ                                                              ,automatic                                                       ,XJ                                                              ,11900
16,Jaguar                                                          ,16,F-Pace                                                          ,automatic                                                       ,F-Pace                                                          ,40900
16,Jaguar                                                          ,16,F-Type                                                          ,automatic                                                       ,F-Type                                                          ,50000
16,Jaguar                                                          ,16,XF                                                              ,automatic                                                       ,XF                                                              ,45000
16,Jaguar                                                          ,16,XE                                                              ,automatic                                                       ,XE                                                              ,27500
16,Jaguar                                                          ,16,X-Type                                                          ,mechanical                                                      ,X-Type                                                          ,3900
16,Jaguar                                                          ,16,XKR                                                             ,automatic                                                       ,XKR                                                             ,17000
17,Porsche                                                         ,17,Cayenne                                                         ,automatic                                                       ,Cayenne                                                         ,15000
17,Porsche                                                         ,17,Panamera                                                        ,automatic                                                       ,Panamera                                                        ,28900
17,Porsche                                                         ,17,911                                                             ,mechanical                                                      ,911                                                             ,13200
17,Porsche                                                         ,17,Macan                                                           ,automatic                                                       ,Macan                                                           ,38500
17,Porsche                                                         ,17,Boxster                                                         ,mechanical                                                      ,Boxster                                                         ,9000
18,SsangYong                                                       ,18,Rexton                                                          ,automatic                                                       ,Rexton                                                          ,6700
18,SsangYong                                                       ,18,Actyon                                                          ,mechanical                                                      ,Actyon                                                          ,10500
18,SsangYong                                                       ,18,Korando                                                         ,automatic                                                       ,Korando                                                         ,6500
18,SsangYong                                                       ,18,Kyron                                                           ,automatic                                                       ,Kyron                                                           ,8300
18,SsangYong                                                       ,18,Rodius                                                          ,mechanical                                                      ,Rodius                                                          ,7113
18,SsangYong                                                       ,18,Musso                                                           ,automatic                                                       ,Musso                                                           ,4500
18,SsangYong                                                       ,18,Stavic                                                          ,automatic                                                       ,Stavic                                                          ,15900
19,Daewoo                                                          ,19,Nexia                                                           ,mechanical                                                      ,Nexia                                                           ,1000
19,Daewoo                                                          ,19,Nubira                                                          ,mechanical                                                      ,Nubira                                                          ,948
19,Daewoo                                                          ,19,Matiz                                                           ,mechanical                                                      ,Matiz                                                           ,1750
19,Daewoo                                                          ,19,Lanos                                                           ,mechanical                                                      ,Lanos                                                           ,1000
19,Daewoo                                                          ,19,Leganza                                                         ,mechanical                                                      ,Leganza                                                         ,1500
19,Daewoo                                                          ,19,Espero                                                          ,mechanical                                                      ,Espero                                                          ,150
19,Daewoo                                                          ,19,Rezzo                                                           ,mechanical                                                      ,Rezzo                                                           ,3490
19,Daewoo                                                          ,19,Tacuma                                                          ,mechanical                                                      ,Tacuma                                                          ,2700
19,Daewoo                                                          ,19,Kalos                                                           ,mechanical                                                      ,Kalos                                                           ,3650
19,Daewoo                                                          ,19,Gentra                                                          ,mechanical                                                      ,Gentra                                                          ,6700
19,Daewoo                                                          ,19,Lacetti                                                         ,mechanical                                                      ,Lacetti                                                         ,3900
20,Geely                                                           ,20,MK                                                              ,mechanical                                                      ,MK                                                              ,2600
20,Geely                                                           ,20,EX7                                                             ,automatic                                                       ,EX7                                                             ,14500
20,Geely                                                           ,20,Atlas                                                           ,mechanical                                                      ,Atlas                                                           ,17800
20,Geely                                                           ,20,CK                                                              ,mechanical                                                      ,CK                                                              ,1200
20,Geely                                                           ,20,Emgrand                                                         ,automatic                                                       ,Emgrand                                                         ,6900
20,Geely                                                           ,20,LC                                                              ,mechanical                                                      ,LC                                                              ,6150
20,Geely                                                           ,20,EC7                                                             ,automatic                                                       ,EC7                                                             ,5300
20,Geely                                                           ,20,Emgrand 7                                                       ,automatic                                                       ,Emgrand 7                                                       ,14227
20,Geely                                                           ,20,SC7                                                             ,mechanical                                                      ,SC7                                                             ,3900
21,ВАЗ                                                             ,21,21099                                                           ,mechanical                                                      ,21099                                                           ,800
21,ВАЗ                                                             ,21,2102                                                            ,mechanical                                                      ,2102                                                            ,1100
21,ВАЗ                                                             ,21,21013                                                           ,mechanical                                                      ,21013                                                           ,355
21,ВАЗ                                                             ,21,2108                                                            ,mechanical                                                      ,2108                                                            ,250
21,ВАЗ                                                             ,21,2106                                                            ,mechanical                                                      ,2106                                                            ,2930
21,ВАЗ                                                             ,21,2109                                                            ,mechanical                                                      ,2109                                                            ,600
21,ВАЗ                                                             ,21,21214                                                           ,mechanical                                                      ,21214                                                           ,5750
21,ВАЗ                                                             ,21,2121                                                            ,mechanical                                                      ,2121                                                            ,11450
21,ВАЗ                                                             ,21,2115                                                            ,mechanical                                                      ,2115                                                            ,500
21,ВАЗ                                                             ,21,2114                                                            ,mechanical                                                      ,2114                                                            ,569
21,ВАЗ                                                             ,21,2103                                                            ,mechanical                                                      ,2103                                                            ,3000
21,ВАЗ                                                             ,21,21011                                                           ,mechanical                                                      ,21011                                                           ,1800
21,ВАЗ                                                             ,21,2105                                                            ,mechanical                                                      ,2105                                                            ,350
21,ВАЗ                                                             ,21,2107                                                            ,mechanical                                                      ,2107                                                            ,1600
21,ВАЗ                                                             ,21,2131                                                            ,mechanical                                                      ,2131                                                            ,4950
21,ВАЗ                                                             ,21,2110                                                            ,mechanical                                                      ,2110                                                            ,1600
21,ВАЗ                                                             ,21,2101                                                            ,mechanical                                                      ,2101                                                            ,1800
21,ВАЗ                                                             ,21,2104                                                            ,mechanical                                                      ,2104                                                            ,850
21,ВАЗ                                                             ,21,2120                                                            ,mechanical                                                      ,2120                                                            ,1200
21,ВАЗ                                                             ,21,21213                                                           ,mechanical                                                      ,21213                                                           ,3550
21,ВАЗ                                                             ,21,2111                                                            ,mechanical                                                      ,2111                                                            ,400
21,ВАЗ                                                             ,21,2112                                                            ,mechanical                                                      ,2112                                                            ,650
21,ВАЗ                                                             ,21,1119                                                            ,mechanical                                                      ,1119                                                            ,500
21,ВАЗ                                                             ,21,ВИС                                                             ,mechanical                                                      ,ВИС                                                             ,1944
21,ВАЗ                                                             ,21,2113                                                            ,mechanical                                                      ,2113                                                            ,2300
21,ВАЗ                                                             ,21,1111                                                            ,mechanical                                                      ,1111                                                            ,800
21,ВАЗ                                                             ,21,2123                                                            ,mechanical                                                      ,2123                                                            ,4000
22,Fiat                                                            ,22,Ulysse                                                          ,mechanical                                                      ,Ulysse                                                          ,2700
22,Fiat                                                            ,22,Ducato                                                          ,mechanical                                                      ,Ducato                                                          ,7000
22,Fiat                                                            ,22,Doblo                                                           ,mechanical                                                      ,Doblo                                                           ,8700
22,Fiat                                                            ,22,Idea                                                            ,mechanical                                                      ,Idea                                                            ,5400
22,Fiat                                                            ,22,Tempra                                                          ,mechanical                                                      ,Tempra                                                          ,550
22,Fiat                                                            ,22,Marea                                                           ,mechanical                                                      ,Marea                                                           ,2000
22,Fiat                                                            ,22,Stilo                                                           ,mechanical                                                      ,Stilo                                                           ,3400
22,Fiat                                                            ,22,Brava                                                           ,mechanical                                                      ,Brava                                                           ,1327
22,Fiat                                                            ,22,Bravo                                                           ,mechanical                                                      ,Bravo                                                           ,1099
22,Fiat                                                            ,22,500                                                             ,mechanical                                                      ,500                                                             ,8400
22,Fiat                                                            ,22,Punto                                                           ,mechanical                                                      ,Punto                                                           ,2290
22,Fiat                                                            ,22,Palio                                                           ,mechanical                                                      ,Palio                                                           ,1100
22,Fiat                                                            ,22,Scudo                                                           ,mechanical                                                      ,Scudo                                                           ,3000
22,Fiat                                                            ,22,Panda                                                           ,mechanical                                                      ,Panda                                                           ,3499
22,Fiat                                                            ,22,Tipo                                                            ,mechanical                                                      ,Tipo                                                            ,1750
22,Fiat                                                            ,22,Cinquecento                                                     ,mechanical                                                      ,Cinquecento                                                     ,850
22,Fiat                                                            ,22,Grande Punto                                                    ,mechanical                                                      ,Grande Punto                                                    ,3900
22,Fiat                                                            ,22,Multipla                                                        ,mechanical                                                      ,Multipla                                                        ,2000
22,Fiat                                                            ,22,Coupe                                                           ,mechanical                                                      ,Coupe                                                           ,3700
22,Fiat                                                            ,22,Croma                                                           ,mechanical                                                      ,Croma                                                           ,300
22,Fiat                                                            ,22,Linea                                                           ,mechanical                                                      ,Linea                                                           ,6350
22,Fiat                                                            ,22,Uno                                                             ,mechanical                                                      ,Uno                                                             ,1500
22,Fiat                                                            ,22,Fiorino                                                         ,mechanical                                                      ,Fiorino                                                         ,569
22,Fiat                                                            ,22,Lancia                                                          ,mechanical                                                      ,Lancia                                                          ,150
22,Fiat                                                            ,22,Albea                                                           ,mechanical                                                      ,Albea                                                           ,4870
22,Fiat                                                            ,22,500X                                                            ,mechanical                                                      ,500X                                                            ,13900
22,Fiat                                                            ,22,Freemont                                                        ,mechanical                                                      ,Freemont                                                        ,16750
22,Fiat                                                            ,22,Seicento                                                        ,mechanical                                                      ,Seicento                                                        ,1400
22,Fiat                                                            ,22,500L                                                            ,automatic                                                       ,500L                                                            ,9450
22,Fiat                                                            ,22,125                                                             ,mechanical                                                      ,125                                                             ,650
22,Fiat                                                            ,22,Siena                                                           ,mechanical                                                      ,Siena                                                           ,700
23,Ford                                                            ,23,Fiesta                                                          ,mechanical                                                      ,Fiesta                                                          ,3100
23,Ford                                                            ,23,Escape                                                          ,automatic                                                       ,Escape                                                          ,18700
23,Ford                                                            ,23,Mondeo                                                          ,mechanical                                                      ,Mondeo                                                          ,700
23,Ford                                                            ,23,Focus                                                           ,mechanical                                                      ,Focus                                                           ,4650
23,Ford                                                            ,23,Fusion                                                          ,automatic                                                       ,Fusion                                                          ,4500
23,Ford                                                            ,23,Sierra                                                          ,mechanical                                                      ,Sierra                                                          ,260
23,Ford                                                            ,23,Transit                                                         ,mechanical                                                      ,Transit                                                         ,1800
23,Ford                                                            ,23,Escort                                                          ,mechanical                                                      ,Escort                                                          ,800
23,Ford                                                            ,23,Galaxy                                                          ,mechanical                                                      ,Galaxy                                                          ,4300
23,Ford                                                            ,23,Kuga                                                            ,automatic                                                       ,Kuga                                                            ,12600
23,Ford                                                            ,23,Scorpio                                                         ,mechanical                                                      ,Scorpio                                                         ,350
23,Ford                                                            ,23,Explorer                                                        ,automatic                                                       ,Explorer                                                        ,2500
23,Ford                                                            ,23,Mustang                                                         ,automatic                                                       ,Mustang                                                         ,28500
23,Ford                                                            ,23,Ka                                                              ,mechanical                                                      ,Ka                                                              ,1299
23,Ford                                                            ,23,Taurus                                                          ,automatic                                                       ,Taurus                                                          ,7200
23,Ford                                                            ,23,C-Max                                                           ,mechanical                                                      ,C-Max                                                           ,5200
23,Ford                                                            ,23,Tourneo Custom                                                  ,mechanical                                                      ,Tourneo Custom                                                  ,20340
23,Ford                                                            ,23,Cougar                                                          ,mechanical                                                      ,Cougar                                                          ,2500
23,Ford                                                            ,23,Thunderbird                                                     ,automatic                                                       ,Thunderbird                                                     ,600
23,Ford                                                            ,23,Econoline                                                       ,automatic                                                       ,Econoline                                                       ,3600
23,Ford                                                            ,23,EcoSport                                                        ,automatic                                                       ,EcoSport                                                        ,13490
23,Ford                                                            ,23,S-Max                                                           ,mechanical                                                      ,S-Max                                                           ,8200
23,Ford                                                            ,23,Tourneo                                                         ,mechanical                                                      ,Tourneo                                                         ,10850
23,Ford                                                            ,23,Puma                                                            ,mechanical                                                      ,Puma                                                            ,599
23,Ford                                                            ,23,Edge                                                            ,automatic                                                       ,Edge                                                            ,25000
23,Ford                                                            ,23,Expedition                                                      ,automatic                                                       ,Expedition                                                      ,6500
23,Ford                                                            ,23,Grand C-Max                                                     ,automatic                                                       ,Grand C-Max                                                     ,14500
23,Ford                                                            ,23,F150                                                            ,automatic                                                       ,F150                                                            ,18500
23,Ford                                                            ,23,Ranger                                                          ,mechanical                                                      ,Ranger                                                          ,12500
23,Ford                                                            ,23,Contour                                                         ,automatic                                                       ,Contour                                                         ,900
23,Ford                                                            ,23,Maverick                                                        ,mechanical                                                      ,Maverick                                                        ,4690
23,Ford                                                            ,23,Taunus                                                          ,mechanical                                                      ,Taunus                                                          ,500
23,Ford                                                            ,23,Orion                                                           ,mechanical                                                      ,Orion                                                           ,500
